time_sec,ECG_I,ECG_I_filtered
0.504,0.045,-0.115
0.506,0.06,-0.115
0.508,0.07,-0.11
0.51,0.075,-0.11
0.512,0.06,-0.105
0.514,0.065,-0.095
0.516,0.065,-0.09
0.518,0.055,-0.085
0.52,0.045,-0.08
0.522,0.04,-0.075
0.524,0.05,-0.07
0.526,0.07,-0.07
0.528,0.075,-0.07
0.53,0.08,-0.07
0.532,0.065,-0.075
0.534,0.065,-0.075
0.536,0.075,-0.075
0.538,0.075,-0.075
0.54,0.08,-0.075
0.542,0.08,-0.075
0.544,0.085,-0.07
0.546,0.085,-0.065
0.548,0.085,-0.065
0.55,0.085,-0.06
0.552,0.105,-0.055
0.554,0.105,-0.055
0.556,0.115,-0.05
0.558,0.115,-0.045
0.56,0.12,-0.04
0.562,0.14,-0.035
0.564,0.135,-0.03
0.566,0.145,-0.02
0.568,0.14,-0.015
0.57,0.145,-0.01
0.572,0.155,0.0
0.574,0.165,0.005
0.576,0.165,0.01
0.578,0.175,0.01
0.58,0.18,0.015
0.582,0.18,0.02
0.584,0.19,0.025
0.586,0.195,0.03
0.588,0.205,0.04
0.59,0.205,0.05
0.592,0.21,0.06
0.594,0.215,0.065
0.596,0.205,0.075
0.598,0.22,0.075
0.6,0.225,0.08
0.602,0.235,0.08
0.604,0.23,0.08
0.606,0.225,0.075
0.608,0.23,0.075
0.61,0.24,0.075
0.612,0.24,0.075
0.614,0.24,0.08
0.616,0.24,0.085
0.618,0.24,0.085
0.62,0.23,0.09
0.622,0.225,0.095
0.624,0.225,0.095
0.626,0.22,0.095
0.628,0.225,0.09
0.63,0.225,0.085
0.632,0.205,0.085
0.634,0.2,0.08
0.636,0.2,0.075
0.638,0.195,0.07
0.64,0.185,0.065
0.642,0.17,0.06
0.644,0.165,0.055
0.646,0.16,0.05
0.648,0.15,0.04
0.65,0.15,0.03
0.652,0.135,0.025
0.654,0.13,0.015
0.656,0.125,0.01
0.658,0.12,0.005
0.66,0.115,0.0
0.662,0.115,-0.005
0.664,0.105,-0.01
0.666,0.1,-0.01
0.668,0.11,-0.02
0.67,0.105,-0.025
0.672,0.1,-0.035
0.674,0.08,-0.04
0.676,0.08,-0.05
0.678,0.09,-0.055
0.68,0.08,-0.06
0.682,0.08,-0.065
0.684,0.085,-0.065
0.686,0.09,-0.065
0.688,0.095,-0.06
0.69,0.07,-0.06
0.692,0.075,-0.055
0.694,0.08,-0.055
0.696,0.085,-0.055
0.698,0.07,-0.055
0.7,0.06,-0.06
0.702,0.06,-0.06
0.704,0.07,-0.065
0.706,0.085,-0.06
0.708,0.09,-0.06
0.71,0.09,-0.055
0.712,0.08,-0.05
0.714,0.085,-0.045
0.716,0.095,-0.04
0.718,0.085,-0.04
0.72,0.085,-0.035
0.722,0.07,-0.04
0.724,0.065,-0.04
0.726,0.09,-0.04
0.728,0.08,-0.045
0.73,0.08,-0.045
0.732,0.08,-0.05
0.734,0.075,-0.05
0.736,0.075,-0.055
0.738,0.07,-0.055
0.74,0.065,-0.055
0.742,0.06,-0.055
0.744,0.075,-0.055
0.746,0.075,-0.055
0.748,0.07,-0.055
0.75,0.07,-0.055
0.752,0.085,-0.05
0.754,0.085,-0.045
0.756,0.075,-0.045
0.758,0.08,-0.04
0.76,0.075,-0.04
0.762,0.075,-0.04
0.764,0.075,-0.04
0.766,0.075,-0.04
0.768,0.08,-0.045
0.77,0.075,-0.045
0.772,0.075,-0.045
0.774,0.085,-0.045
0.776,0.075,-0.04
0.778,0.07,-0.04
0.78,0.065,-0.04
0.782,0.07,-0.035
0.784,0.07,-0.04
0.786,0.08,-0.04
0.788,0.09,-0.045
0.79,0.08,-0.045
0.792,0.085,-0.05
0.794,0.095,-0.055
0.796,0.09,-0.055
0.798,0.08,-0.055
0.8,0.07,-0.055
0.802,0.075,-0.05
0.804,0.085,-0.045
0.806,0.08,-0.045
0.808,0.09,-0.04
0.81,0.095,-0.035
0.812,0.095,-0.035
0.814,0.095,-0.035
0.816,0.085,-0.035
0.818,0.08,-0.035
0.82,0.09,-0.035
0.822,0.09,-0.035
0.824,0.09,-0.035
0.826,0.09,-0.035
0.828,0.08,-0.03
0.83,0.085,-0.025
0.832,0.08,-0.02
0.834,0.08,-0.02
0.836,0.08,-0.015
0.838,0.08,-0.015
0.84,0.08,-0.02
0.842,0.08,-0.02
0.844,0.095,-0.025
0.846,0.1,-0.03
0.848,0.095,-0.03
0.85,0.105,-0.03
0.852,0.095,-0.03
0.854,0.1,-0.03
0.856,0.085,-0.025
0.858,0.08,-0.025
0.86,0.08,-0.02
0.862,0.1,-0.02
0.864,0.09,-0.02
0.866,0.09,-0.02
0.868,0.1,-0.025
0.87,0.1,-0.025
0.872,0.09,-0.03
0.874,0.085,-0.03
0.876,0.09,-0.03
0.878,0.08,-0.035
0.88,0.075,-0.035
0.882,0.08,-0.035
0.884,0.075,-0.035
0.886,0.1,-0.035
0.888,0.09,-0.03
0.89,0.09,-0.03
0.892,0.085,-0.03
0.894,0.09,-0.03
0.896,0.09,-0.03
0.898,0.09,-0.03
0.9,0.08,-0.035
0.902,0.08,-0.035
0.904,0.08,-0.04
0.906,0.08,-0.04
0.908,0.09,-0.04
0.91,0.085,-0.045
0.912,0.09,-0.04
0.914,0.095,-0.04
0.916,0.1,-0.035
0.918,0.09,-0.03
0.92,0.1,-0.025
0.922,0.105,-0.02
0.924,0.095,-0.015
0.926,0.095,-0.01
0.928,0.095,-0.01
0.93,0.095,-0.01
0.932,0.105,-0.005
0.934,0.105,-0.005
0.936,0.1,-0.005
0.938,0.1,-0.005
0.94,0.11,0.0
0.942,0.11,0.0
0.944,0.11,0.0
0.946,0.12,0.005
0.948,0.125,0.005
0.95,0.12,0.01
0.952,0.12,0.01
0.954,0.12,0.015
0.956,0.12,0.015
0.958,0.135,0.02
0.96,0.145,0.02
0.962,0.15,0.025
0.964,0.145,0.025
0.966,0.16,0.03
0.968,0.16,0.03
0.97,0.165,0.035
0.972,0.155,0.035
0.974,0.16,0.035
0.976,0.17,0.035
0.978,0.17,0.035
0.98,0.16,0.04
0.982,0.16,0.04
0.984,0.15,0.04
0.986,0.145,0.04
0.988,0.145,0.04
0.99,0.14,0.035
0.992,0.12,0.03
0.994,0.11,0.02
0.996,0.1,0.01
0.998,0.095,0.0
1.0,0.09,-0.01
1.002,0.085,-0.015
1.004,0.085,-0.02
1.006,0.085,-0.025
1.008,0.09,-0.02
1.01,0.095,-0.02
1.012,0.095,-0.015
1.014,0.09,-0.015
1.016,0.1,-0.01
1.018,0.095,-0.01
1.02,0.095,-0.01
1.022,0.095,-0.01
1.024,0.085,-0.01
1.026,0.08,-0.015
1.028,0.09,-0.02
1.03,0.08,-0.025
1.032,0.085,-0.03
1.034,0.085,-0.03
1.036,0.09,-0.035
1.038,0.09,-0.035
1.04,0.085,-0.035
1.042,0.095,-0.03
1.044,0.1,-0.03
1.046,0.085,-0.03
1.048,0.08,-0.025
1.05,0.07,-0.03
1.052,0.075,-0.03
1.054,0.08,-0.035
1.056,0.085,-0.045
1.058,0.075,-0.05
1.06,0.085,-0.05
1.062,0.095,-0.05
1.064,0.085,-0.05
1.066,0.085,-0.045
1.068,0.085,-0.04
1.07,0.075,-0.04
1.072,0.06,-0.05
1.074,0.02,-0.065
1.076,-0.015,-0.095
1.078,-0.05,-0.13
1.08,-0.08,-0.175
1.082,-0.12,-0.21
1.084,-0.135,-0.24
1.086,-0.125,-0.245
1.088,-0.12,-0.225
1.09,-0.07,-0.17
1.092,0.03,-0.08
1.094,0.165,0.04
1.096,0.305,0.19
1.098,0.49,0.355
1.1,0.685,0.525
1.102,0.85,0.69
1.104,0.995,0.84
1.106,1.14,0.96
1.108,1.235,1.045
1.11,1.305,1.095
1.112,1.255,1.105
1.114,1.175,1.075
1.116,1.115,1.015
1.118,1.015,0.925
1.12,0.925,0.82
1.122,0.83,0.705
1.124,0.695,0.595
1.126,0.565,0.49
1.128,0.475,0.395
1.13,0.425,0.32
1.132,0.365,0.26
1.134,0.325,0.215
1.136,0.285,0.18
1.138,0.25,0.155
1.14,0.22,0.13
1.142,0.185,0.105
1.144,0.165,0.08
1.146,0.14,0.055
1.148,0.155,0.03
1.15,0.145,0.005
1.152,0.13,-0.01
1.154,0.13,-0.02
1.156,0.115,-0.025
1.158,0.115,-0.025
1.16,0.105,-0.02
1.162,0.1,-0.01
1.164,0.1,-0.005
1.166,0.1,-0.005
1.168,0.1,-0.005
1.17,0.11,-0.01
1.172,0.115,-0.02
1.174,0.085,-0.03
1.176,0.08,-0.035
1.178,0.075,-0.04
1.18,0.085,-0.045
1.182,0.08,-0.04
1.184,0.095,-0.04
1.186,0.095,-0.035
1.188,0.095,-0.03
1.19,0.085,-0.025
1.192,0.095,-0.025
1.194,0.095,-0.025
1.196,0.09,-0.025
1.198,0.08,-0.025
1.2,0.08,-0.03
1.202,0.085,-0.035
1.204,0.095,-0.035
1.206,0.09,-0.04
1.208,0.09,-0.045
1.21,0.1,-0.045
1.212,0.115,-0.05
1.214,0.1,-0.05
1.216,0.1,-0.05
1.218,0.095,-0.05
1.22,0.095,-0.05
1.222,0.1,-0.05
1.224,0.09,-0.05
1.226,0.09,-0.05
1.228,0.095,-0.055
1.23,0.095,-0.055
1.232,0.105,-0.06
1.234,0.11,-0.06
1.236,0.11,-0.06
1.238,0.11,-0.055
1.24,0.105,-0.05
1.242,0.11,-0.045
1.244,0.11,-0.04
1.246,0.11,-0.035
1.248,0.105,-0.03
1.25,0.11,-0.025
1.252,0.105,-0.025
1.254,0.095,-0.03
1.256,0.1,-0.03
1.258,0.115,-0.035
1.26,0.12,-0.035
1.262,0.125,-0.035
1.264,0.12,-0.035
1.266,0.13,-0.03
1.268,0.11,-0.025
1.27,0.115,-0.02
1.272,0.12,-0.015
1.274,0.12,-0.01
1.276,0.12,-0.01
1.278,0.13,-0.01
1.28,0.14,-0.015
1.282,0.135,-0.015
1.284,0.135,-0.015
1.286,0.145,-0.02
1.288,0.15,-0.015
1.29,0.145,-0.015
1.292,0.145,-0.01
1.294,0.16,-0.01
1.296,0.16,-0.005
1.298,0.17,-0.005
1.3,0.17,0.0
1.302,0.175,0.005
1.304,0.18,0.005
1.306,0.185,0.01
1.308,0.185,0.015
1.31,0.2,0.025
1.312,0.2,0.03
1.314,0.215,0.04
1.316,0.22,0.045
1.318,0.22,0.055
1.32,0.24,0.06
1.322,0.24,0.065
1.324,0.235,0.075
1.326,0.245,0.08
1.328,0.24,0.08
1.33,0.25,0.085
1.332,0.245,0.09
1.334,0.26,0.095
1.336,0.25,0.095
1.338,0.265,0.1
1.34,0.27,0.105
1.342,0.275,0.105
1.344,0.29,0.11
1.346,0.29,0.11
1.348,0.295,0.115
1.35,0.285,0.115
1.352,0.285,0.115
1.354,0.28,0.12
1.356,0.275,0.12
1.358,0.28,0.115
1.36,0.29,0.115
1.362,0.305,0.115
1.364,0.295,0.115
1.366,0.285,0.115
1.368,0.285,0.12
1.37,0.285,0.12
1.372,0.275,0.12
1.374,0.265,0.12
1.376,0.26,0.12
1.378,0.255,0.11
1.38,0.245,0.105
1.382,0.24,0.09
1.384,0.23,0.08
1.386,0.23,0.065
1.388,0.21,0.055
1.39,0.215,0.045
1.392,0.2,0.04
1.394,0.185,0.035
1.396,0.195,0.03
1.398,0.19,0.025
1.4,0.18,0.02
1.402,0.175,0.01
1.404,0.155,0.005
1.406,0.16,-0.005
1.408,0.17,-0.01
1.41,0.145,-0.02
1.412,0.14,-0.025
1.414,0.14,-0.03
1.416,0.13,-0.03
1.418,0.145,-0.03
1.42,0.14,-0.035
1.422,0.13,-0.04
1.424,0.14,-0.045
1.426,0.135,-0.05
1.428,0.125,-0.055
1.43,0.135,-0.06
1.432,0.12,-0.06
1.434,0.125,-0.06
1.436,0.13,-0.06
1.438,0.135,-0.055
1.44,0.13,-0.055
1.442,0.135,-0.05
1.444,0.135,-0.045
1.446,0.14,-0.045
1.448,0.13,-0.05
1.45,0.13,-0.05
1.452,0.12,-0.055
1.454,0.125,-0.055
1.456,0.12,-0.055
1.458,0.125,-0.055
1.46,0.125,-0.055
1.462,0.145,-0.055
1.464,0.145,-0.055
1.466,0.13,-0.05
1.468,0.12,-0.055
1.47,0.135,-0.055
1.472,0.135,-0.06
1.474,0.145,-0.06
1.476,0.14,-0.065
1.478,0.135,-0.065
1.48,0.135,-0.07
1.482,0.14,-0.07
1.484,0.13,-0.07
1.486,0.135,-0.07
1.488,0.13,-0.07
1.49,0.135,-0.07
1.492,0.13,-0.07
1.494,0.13,-0.07
1.496,0.13,-0.07
1.498,0.125,-0.07
1.5,0.125,-0.075
1.502,0.135,-0.075
1.504,0.145,-0.075
1.506,0.14,-0.075
1.508,0.135,-0.08
1.51,0.14,-0.085
1.512,0.13,-0.09
1.514,0.125,-0.095
1.516,0.125,-0.1
1.518,0.13,-0.1
1.52,0.14,-0.105
1.522,0.14,-0.1
1.524,0.125,-0.1
1.526,0.13,-0.095
1.528,0.12,-0.095
1.53,0.11,-0.095
1.532,0.115,-0.095
1.534,0.125,-0.095
1.536,0.12,-0.1
1.538,0.13,-0.105
1.54,0.13,-0.11
1.542,0.125,-0.115
1.544,0.125,-0.115
1.546,0.125,-0.11
1.548,0.14,-0.105
1.55,0.125,-0.1
1.552,0.135,-0.095
1.554,0.125,-0.09
1.556,0.125,-0.085
1.558,0.12,-0.085
1.56,0.14,-0.085
1.562,0.15,-0.085
1.564,0.135,-0.09
1.566,0.13,-0.09
1.568,0.14,-0.09
1.57,0.14,-0.09
1.572,0.125,-0.085
1.574,0.145,-0.085
1.576,0.14,-0.085
1.578,0.135,-0.085
1.58,0.14,-0.085
1.582,0.135,-0.085
1.584,0.14,-0.09
1.586,0.135,-0.09
1.588,0.14,-0.09
1.59,0.135,-0.095
1.592,0.145,-0.1
1.594,0.135,-0.1
1.596,0.13,-0.105
1.598,0.13,-0.115
1.6,0.14,-0.12
1.602,0.125,-0.125
1.604,0.135,-0.125
1.606,0.135,-0.13
1.608,0.13,-0.13
1.61,0.135,-0.125
1.612,0.13,-0.12
1.614,0.14,-0.12
1.616,0.13,-0.115
1.618,0.135,-0.115
1.62,0.135,-0.12
1.622,0.135,-0.12
1.624,0.115,-0.13
1.626,0.125,-0.135
1.628,0.135,-0.135
1.63,0.145,-0.135
1.632,0.16,-0.135
1.634,0.145,-0.125
1.636,0.15,-0.12
1.638,0.16,-0.11
1.64,0.155,-0.105
1.642,0.145,-0.1
1.644,0.14,-0.1
1.646,0.13,-0.1
1.648,0.14,-0.105
1.65,0.145,-0.115
1.652,0.135,-0.12
1.654,0.13,-0.13
1.656,0.13,-0.135
1.658,0.13,-0.135
1.66,0.14,-0.135
1.662,0.14,-0.135
1.664,0.135,-0.135
1.666,0.135,-0.135
1.668,0.14,-0.135
1.67,0.13,-0.135
1.672,0.135,-0.14
1.674,0.125,-0.14
1.676,0.14,-0.14
1.678,0.16,-0.14
1.68,0.165,-0.14
1.682,0.155,-0.14
1.684,0.15,-0.135
1.686,0.155,-0.135
1.688,0.15,-0.135
1.69,0.155,-0.135
1.692,0.155,-0.13
1.694,0.16,-0.13
1.696,0.16,-0.125
1.698,0.155,-0.12
1.7,0.175,-0.115
1.702,0.195,-0.105
1.704,0.195,-0.095
1.706,0.185,-0.09
1.708,0.2,-0.085
1.71,0.195,-0.08
1.712,0.19,-0.075
1.714,0.205,-0.075
1.716,0.205,-0.08
1.718,0.22,-0.08
1.72,0.23,-0.08
1.722,0.235,-0.075
1.724,0.25,-0.075
1.726,0.25,-0.07
1.728,0.26,-0.065
1.73,0.26,-0.06
1.732,0.265,-0.055
1.734,0.26,-0.055
1.736,0.255,-0.055
1.738,0.26,-0.055
1.74,0.26,-0.055
1.742,0.27,-0.055
1.744,0.25,-0.06
1.746,0.245,-0.065
1.748,0.23,-0.065
1.75,0.22,-0.07
1.752,0.21,-0.075
1.754,0.215,-0.08
1.756,0.205,-0.085
1.758,0.215,-0.09
1.76,0.23,-0.09
1.762,0.22,-0.09
1.764,0.21,-0.09
1.766,0.225,-0.085
1.768,0.22,-0.085
1.77,0.215,-0.08
1.772,0.21,-0.08
1.774,0.215,-0.08
1.776,0.22,-0.085
1.778,0.225,-0.09
1.78,0.22,-0.095
1.782,0.225,-0.1
1.784,0.24,-0.105
1.786,0.23,-0.105
1.788,0.23,-0.11
1.79,0.23,-0.11
1.792,0.23,-0.11
1.794,0.225,-0.11
1.796,0.22,-0.11
1.798,0.22,-0.11
1.8,0.22,-0.11
1.802,0.225,-0.11
1.804,0.235,-0.11
1.806,0.235,-0.11
1.808,0.23,-0.11
1.81,0.235,-0.105
1.812,0.245,-0.105
1.814,0.245,-0.105
1.816,0.255,-0.1
1.818,0.255,-0.1
1.82,0.25,-0.095
1.822,0.25,-0.09
1.824,0.25,-0.085
1.826,0.245,-0.085
1.828,0.235,-0.09
1.83,0.205,-0.1
1.832,0.185,-0.125
1.834,0.15,-0.155
1.836,0.12,-0.195
1.838,0.1,-0.235
1.84,0.05,-0.275
1.842,0.035,-0.295
1.844,0.05,-0.295
1.846,0.07,-0.265
1.848,0.135,-0.2
1.85,0.225,-0.095
1.852,0.385,0.04
1.854,0.55,0.2
1.856,0.745,0.37
1.858,0.935,0.545
1.86,1.09,0.715
1.862,1.25,0.855
1.864,1.385,0.97
1.866,1.485,1.045
1.868,1.52,1.085
1.87,1.455,1.08
1.872,1.38,1.045
1.874,1.3,0.975
1.876,1.205,0.885
1.878,1.125,0.775
1.88,1.02,0.66
1.882,0.87,0.545
1.884,0.74,0.435
1.886,0.67,0.345
1.888,0.625,0.265
1.89,0.565,0.205
1.892,0.515,0.16
1.894,0.465,0.125
1.896,0.425,0.1
1.898,0.4,0.075
1.9,0.365,0.055
1.902,0.36,0.03
1.904,0.35,0.0
1.906,0.35,-0.025
1.908,0.345,-0.045
1.91,0.335,-0.06
1.912,0.315,-0.07
1.914,0.315,-0.075
1.916,0.305,-0.07
1.918,0.295,-0.065
1.92,0.305,-0.06
1.922,0.315,-0.06
1.924,0.295,-0.06
1.926,0.31,-0.07
1.928,0.305,-0.075
1.93,0.29,-0.085
1.932,0.29,-0.09
1.934,0.29,-0.095
1.936,0.295,-0.095
1.938,0.29,-0.09
1.94,0.305,-0.085
1.942,0.3,-0.08
1.944,0.31,-0.075
1.946,0.315,-0.075
1.948,0.305,-0.075
1.95,0.295,-0.075
1.952,0.295,-0.075
1.954,0.29,-0.08
1.956,0.295,-0.08
1.958,0.3,-0.08
1.96,0.315,-0.08
1.962,0.325,-0.08
1.964,0.325,-0.08
1.966,0.31,-0.08
1.968,0.31,-0.08
1.97,0.295,-0.08
1.972,0.31,-0.085
1.974,0.315,-0.085
1.976,0.325,-0.085
1.978,0.325,-0.085
1.98,0.32,-0.085
1.982,0.32,-0.08
1.984,0.315,-0.08
1.986,0.32,-0.08
1.988,0.32,-0.08
1.99,0.315,-0.08
1.992,0.32,-0.08
1.994,0.32,-0.085
1.996,0.33,-0.085
1.998,0.33,-0.085
2.0,0.34,-0.085
2.002,0.335,-0.085
2.004,0.34,-0.08
2.006,0.34,-0.08
2.008,0.335,-0.075
2.01,0.34,-0.075
2.012,0.335,-0.07
2.014,0.345,-0.07
2.016,0.345,-0.07
2.018,0.355,-0.07
2.02,0.36,-0.065
2.022,0.36,-0.065
2.024,0.36,-0.06
2.026,0.36,-0.06
2.028,0.36,-0.055
2.03,0.355,-0.05
2.032,0.37,-0.05
2.034,0.37,-0.045
2.036,0.37,-0.045
2.038,0.375,-0.045
2.04,0.4,-0.045
2.042,0.395,-0.045
2.044,0.395,-0.045
2.046,0.395,-0.04
2.048,0.405,-0.04
2.05,0.395,-0.035
2.052,0.4,-0.03
2.054,0.405,-0.03
2.056,0.41,-0.025
2.058,0.415,-0.025
2.06,0.415,-0.025
2.062,0.42,-0.025
2.064,0.43,-0.025
2.066,0.44,-0.02
2.068,0.45,-0.02
2.07,0.46,-0.01
2.072,0.46,-0.005
2.074,0.47,0.005
2.076,0.48,0.02
2.078,0.485,0.03
2.08,0.495,0.04
2.082,0.5,0.05
2.084,0.5,0.06
2.086,0.51,0.065
2.088,0.525,0.07
2.09,0.53,0.075
2.092,0.535,0.08
2.094,0.53,0.085
2.096,0.545,0.09
2.098,0.555,0.095
2.1,0.565,0.095
2.102,0.565,0.1
2.104,0.565,0.1
2.106,0.58,0.105
2.108,0.56,0.105
2.11,0.56,0.105
2.112,0.56,0.105
2.114,0.565,0.1
2.116,0.55,0.1
2.118,0.57,0.1
2.12,0.575,0.095
2.122,0.57,0.095
2.124,0.565,0.095
2.126,0.565,0.095
2.128,0.565,0.095
2.13,0.56,0.095
2.132,0.545,0.1
2.134,0.54,0.1
2.136,0.54,0.1
2.138,0.54,0.095
2.14,0.54,0.09
2.142,0.53,0.085
2.144,0.525,0.075
2.146,0.515,0.065
2.148,0.505,0.055
2.15,0.495,0.045
2.152,0.48,0.035
2.154,0.475,0.03
2.156,0.475,0.025
2.158,0.475,0.02
2.16,0.475,0.015
2.162,0.47,0.01
2.164,0.46,0.005
2.166,0.445,-0.005
2.168,0.43,-0.015
2.17,0.435,-0.02
2.172,0.435,-0.03
2.174,0.445,-0.035
2.176,0.45,-0.04
2.178,0.435,-0.04
2.18,0.445,-0.04
2.182,0.43,-0.04
2.184,0.435,-0.04
2.186,0.435,-0.04
2.188,0.43,-0.04
