time_sec,ECG_II,ECG_II_filtered
0.262,-0.215,-0.015
0.264,-0.18,-0.01
0.266,-0.095,-0.005
0.268,-0.09,-0.005
0.27,-0.075,-0.005
0.272,-0.09,-0.01
0.274,-0.09,-0.015
0.276,-0.17,-0.02
0.278,-0.18,-0.025
0.28,-0.21,-0.03
0.282,-0.145,-0.03
0.284,-0.15,-0.03
0.286,-0.165,-0.025
0.288,-0.155,-0.025
0.29,-0.125,-0.02
0.292,-0.145,-0.015
0.294,-0.105,-0.01
0.296,-0.07,-0.005
0.298,-0.065,0.0
0.3,-0.105,0.005
0.302,-0.155,0.005
0.304,-0.175,0.005
0.306,-0.115,0.0
0.308,-0.11,-0.005
0.31,-0.105,-0.015
0.312,-0.19,-0.02
0.314,-0.195,-0.025
0.316,-0.15,-0.03
0.318,-0.125,-0.025
0.32,-0.075,-0.01
0.322,-0.045,0.005
0.324,-0.06,0.025
0.326,-0.09,0.045
0.328,-0.055,0.06
0.33,-0.065,0.07
0.332,-0.035,0.075
0.334,-0.025,0.07
0.336,-0.045,0.06
0.338,-0.095,0.045
0.34,-0.17,0.025
0.342,-0.11,0.01
0.344,-0.09,0.0
0.346,-0.135,-0.005
0.348,-0.08,0.0
0.35,-0.07,0.005
0.352,-0.06,0.02
0.354,-0.08,0.035
0.356,-0.05,0.05
0.358,-0.065,0.06
0.36,-0.09,0.065
0.362,-0.105,0.06
0.364,-0.12,0.05
0.366,-0.04,0.035
0.368,-0.085,0.015
0.37,-0.135,-0.005
0.372,-0.145,-0.025
0.374,-0.13,-0.045
0.376,-0.185,-0.055
0.378,-0.185,-0.065
0.38,-0.18,-0.065
0.382,-0.21,-0.06
0.384,-0.17,-0.055
0.386,-0.14,-0.05
0.388,-0.14,-0.045
0.39,-0.13,-0.045
0.392,-0.145,-0.045
0.394,-0.205,-0.05
0.396,-0.245,-0.055
0.398,-0.195,-0.065
0.4,-0.2,-0.07
0.402,-0.195,-0.07
0.404,-0.23,-0.075
0.406,-0.19,-0.07
0.408,-0.125,-0.07
0.41,-0.09,-0.065
0.412,-0.155,-0.065
0.414,-0.21,-0.06
0.416,-0.195,-0.06
0.418,-0.185,-0.06
0.42,-0.25,-0.065
0.422,-0.19,-0.065
0.424,-0.16,-0.07
0.426,-0.16,-0.075
0.428,-0.165,-0.075
0.43,-0.16,-0.075
0.432,-0.17,-0.07
0.434,-0.18,-0.07
0.436,-0.175,-0.065
0.438,-0.19,-0.06
0.44,-0.21,-0.055
0.442,-0.135,-0.05
0.444,-0.21,-0.045
0.446,-0.17,-0.045
0.448,-0.105,-0.045
0.45,-0.145,-0.045
0.452,-0.135,-0.055
0.454,-0.16,-0.06
0.456,-0.225,-0.07
0.458,-0.195,-0.08
0.46,-0.2,-0.085
0.462,-0.19,-0.09
0.464,-0.22,-0.09
0.466,-0.255,-0.09
0.468,-0.265,-0.08
0.47,-0.165,-0.065
0.472,-0.09,-0.05
0.474,-0.1,-0.035
0.476,-0.145,-0.02
0.478,-0.135,-0.005
0.48,-0.135,0.005
0.482,-0.075,0.015
0.484,-0.105,0.035
0.486,-0.095,0.06
0.488,0.005,0.095
0.49,0.09,0.15
0.492,0.125,0.215
0.494,0.195,0.295
0.496,0.305,0.375
0.498,0.36,0.455
0.5,0.42,0.52
0.502,0.48,0.565
0.504,0.485,0.575
0.506,0.46,0.55
0.508,0.42,0.495
0.51,0.335,0.41
0.512,0.145,0.305
0.514,0.05,0.185
0.516,-0.08,0.07
0.518,-0.23,-0.035
0.52,-0.32,-0.12
0.522,-0.355,-0.185
0.524,-0.345,-0.225
0.526,-0.355,-0.245
0.528,-0.32,-0.24
0.53,-0.325,-0.225
0.532,-0.32,-0.2
0.534,-0.285,-0.175
0.536,-0.285,-0.145
0.538,-0.26,-0.12
0.54,-0.175,-0.1
0.542,-0.175,-0.085
0.544,-0.145,-0.08
0.546,-0.17,-0.075
0.548,-0.135,-0.08
0.55,-0.21,-0.085
0.552,-0.22,-0.085
0.554,-0.215,-0.085
0.556,-0.295,-0.085
0.558,-0.175,-0.075
0.56,-0.17,-0.065
0.562,-0.14,-0.05
0.564,-0.075,-0.04
0.566,-0.075,-0.03
0.568,-0.14,-0.025
0.57,-0.17,-0.03
0.572,-0.19,-0.035
0.574,-0.19,-0.045
0.576,-0.16,-0.055
0.578,-0.17,-0.06
0.58,-0.145,-0.065
0.582,-0.135,-0.06
0.584,-0.11,-0.05
0.586,-0.175,-0.04
0.588,-0.085,-0.03
0.59,-0.155,-0.02
0.592,-0.21,-0.02
0.594,-0.185,-0.025
0.596,-0.115,-0.035
0.598,-0.15,-0.045
0.6,-0.18,-0.055
0.602,-0.2,-0.06
0.604,-0.14,-0.06
0.606,-0.125,-0.055
0.608,-0.13,-0.045
0.61,-0.115,-0.03
0.612,-0.11,-0.015
0.614,-0.115,-0.005
0.616,-0.15,0.005
0.618,-0.085,0.01
0.62,-0.12,0.005
0.622,-0.125,0.005
0.624,-0.11,-0.005
0.626,-0.15,-0.01
0.628,-0.145,-0.015
0.63,-0.115,-0.015
0.632,-0.09,-0.01
0.634,-0.105,-0.01
0.636,-0.13,-0.005
0.638,-0.16,0.0
0.64,-0.11,0.0
0.642,-0.1,0.0
0.644,-0.085,-0.005
0.646,-0.07,-0.005
0.648,-0.215,-0.01
0.65,-0.105,-0.015
0.652,-0.115,-0.015
0.654,-0.14,-0.01
0.656,-0.135,0.0
0.658,-0.09,0.01
0.66,-0.065,0.025
0.662,-0.055,0.04
0.664,-0.08,0.05
0.666,-0.03,0.065
0.668,-0.025,0.07
0.67,-0.04,0.075
0.672,-0.03,0.075
0.674,-0.045,0.075
0.676,-0.02,0.075
0.678,-0.065,0.075
0.68,-0.065,0.08
0.682,-0.025,0.09
0.684,-0.015,0.105
0.686,-0.02,0.125
0.688,0.065,0.145
0.69,0.1,0.165
0.692,0.07,0.18
0.694,0.125,0.19
0.696,0.09,0.195
0.698,0.03,0.19
0.7,0.015,0.18
0.702,0.04,0.17
0.704,0.07,0.16
0.706,0.04,0.155
0.708,0.07,0.155
0.71,0.11,0.165
0.712,0.11,0.175
0.714,0.065,0.19
0.716,0.13,0.21
0.718,0.07,0.22
0.72,0.09,0.23
0.722,0.105,0.235
0.724,0.17,0.235
0.726,0.125,0.23
0.728,0.1,0.22
0.73,0.095,0.215
0.732,0.11,0.21
0.734,0.09,0.2
0.736,0.06,0.195
0.738,0.07,0.19
0.74,0.08,0.185
0.742,0.07,0.175
0.744,0.02,0.165
0.746,0.02,0.15
0.748,0.04,0.14
0.75,0.07,0.13
0.752,0.025,0.12
0.754,0.03,0.115
0.756,-0.055,0.11
0.758,0.015,0.105
0.76,-0.03,0.1
0.762,-0.055,0.09
0.764,-0.035,0.085
0.766,-0.04,0.07
0.768,-0.08,0.06
0.77,-0.035,0.05
0.772,-0.015,0.035
0.774,-0.06,0.025
0.776,-0.11,0.015
0.778,-0.15,0.005
0.78,-0.17,-0.005
0.782,-0.14,-0.01
0.784,-0.095,-0.02
0.786,-0.085,-0.025
0.788,-0.125,-0.03
0.79,-0.11,-0.03
0.792,-0.135,-0.035
0.794,-0.23,-0.035
0.796,-0.23,-0.035
0.798,-0.115,-0.035
0.8,-0.095,-0.035
0.802,-0.09,-0.035
0.804,-0.145,-0.03
0.806,-0.14,-0.03
0.808,-0.145,-0.025
0.81,-0.135,-0.02
0.812,-0.16,-0.015
0.814,-0.115,-0.01
0.816,-0.12,-0.005
0.818,-0.14,-0.01
0.82,-0.1,-0.015
0.822,-0.13,-0.025
0.824,-0.145,-0.035
0.826,-0.13,-0.05
0.828,-0.175,-0.06
0.83,-0.255,-0.07
0.832,-0.22,-0.075
0.834,-0.145,-0.075
0.836,-0.105,-0.075
0.838,-0.19,-0.07
0.84,-0.165,-0.06
0.842,-0.15,-0.055
0.844,-0.115,-0.045
0.846,-0.145,-0.04
0.848,-0.145,-0.03
0.85,-0.14,-0.025
0.852,-0.115,-0.02
0.854,-0.115,-0.015
0.856,-0.15,-0.015
0.858,-0.155,-0.01
0.86,-0.07,-0.015
0.862,-0.09,-0.02
0.864,-0.15,-0.025
0.866,-0.185,-0.03
0.868,-0.16,-0.04
0.87,-0.135,-0.045
0.872,-0.16,-0.045
0.874,-0.165,-0.045
0.876,-0.135,-0.045
0.878,-0.17,-0.04
0.88,-0.145,-0.035
0.882,-0.17,-0.035
0.884,-0.065,-0.04
0.886,-0.135,-0.045
0.888,-0.205,-0.05
0.89,-0.205,-0.055
0.892,-0.175,-0.06
0.894,-0.165,-0.06
0.896,-0.18,-0.055
0.898,-0.18,-0.045
0.9,-0.085,-0.035
0.902,-0.005,-0.02
0.904,-0.14,-0.01
0.906,-0.18,0.0
0.908,-0.1,0.005
0.91,-0.12,0.0
0.912,-0.15,-0.005
0.914,-0.15,-0.02
0.916,-0.17,-0.035
0.918,-0.16,-0.045
0.92,-0.2,-0.06
0.922,-0.17,-0.065
0.924,-0.145,-0.065
0.926,-0.105,-0.06
0.928,-0.1,-0.045
0.93,-0.075,-0.035
0.932,-0.1,-0.015
0.934,-0.15,-0.005
0.936,-0.12,0.005
0.938,-0.16,0.01
0.94,-0.16,0.005
0.942,-0.14,0.0
0.944,-0.105,-0.015
0.946,-0.145,-0.025
0.948,-0.175,-0.035
0.95,-0.11,-0.04
0.952,-0.11,-0.04
0.954,-0.125,-0.04
0.956,-0.115,-0.035
0.958,-0.08,-0.03
0.96,-0.175,-0.03
0.962,-0.225,-0.03
0.964,-0.14,-0.035
0.966,-0.185,-0.045
0.968,-0.18,-0.06
0.97,-0.2,-0.07
0.972,-0.14,-0.075
0.974,-0.165,-0.08
0.976,-0.165,-0.08
0.978,-0.17,-0.07
0.98,-0.185,-0.06
0.982,-0.11,-0.045
0.984,-0.165,-0.03
0.986,-0.17,-0.02
0.988,-0.09,-0.015
0.99,-0.095,-0.01
0.992,-0.135,-0.015
0.994,-0.14,-0.02
0.996,-0.165,-0.03
0.998,-0.18,-0.04
1.0,-0.18,-0.05
1.002,-0.15,-0.06
1.004,-0.11,-0.06
1.006,-0.145,-0.06
1.008,-0.175,-0.06
1.01,-0.15,-0.055
1.012,-0.145,-0.05
1.014,-0.165,-0.04
1.016,-0.165,-0.035
1.018,-0.125,-0.03
1.02,-0.125,-0.025
1.022,-0.15,-0.025
1.024,-0.12,-0.025
1.026,-0.13,-0.03
1.028,-0.13,-0.035
1.03,-0.135,-0.04
1.032,-0.17,-0.045
1.034,-0.16,-0.05
1.036,-0.15,-0.055
1.038,-0.19,-0.06
1.04,-0.17,-0.06
1.042,-0.175,-0.055
1.044,-0.125,-0.05
1.046,-0.09,-0.045
1.048,-0.155,-0.04
1.05,-0.135,-0.035
1.052,-0.115,-0.03
1.054,-0.125,-0.03
1.056,-0.185,-0.03
1.058,-0.205,-0.025
1.06,-0.18,-0.025
1.062,-0.08,-0.025
1.064,-0.09,-0.02
1.066,-0.065,-0.015
1.068,-0.095,-0.01
1.07,-0.095,0.0
1.072,-0.105,0.01
1.074,-0.08,0.02
1.076,-0.055,0.025
1.078,-0.08,0.025
1.08,-0.055,0.025
1.082,-0.13,0.02
1.084,-0.105,0.015
1.086,-0.07,0.01
1.088,-0.065,0.005
1.09,-0.115,0.0
1.092,-0.095,0.0
1.094,-0.115,0.005
1.096,-0.13,0.01
1.098,-0.105,0.015
1.1,-0.12,0.02
1.102,-0.08,0.02
1.104,-0.07,0.015
1.106,-0.04,0.01
1.108,-0.025,0.0
1.11,-0.155,-0.01
1.112,-0.12,-0.025
1.114,-0.125,-0.03
1.116,-0.12,-0.04
1.118,-0.13,-0.045
1.12,-0.19,-0.05
1.122,-0.18,-0.06
1.124,-0.18,-0.065
1.126,-0.185,-0.07
1.128,-0.175,-0.08
1.13,-0.155,-0.085
1.132,-0.195,-0.085
1.134,-0.18,-0.085
1.136,-0.19,-0.08
1.138,-0.17,-0.075
1.14,-0.15,-0.065
1.142,-0.155,-0.06
1.144,-0.19,-0.06
1.146,-0.205,-0.06
1.148,-0.24,-0.065
1.15,-0.195,-0.075
1.152,-0.105,-0.09
1.154,-0.185,-0.1
1.156,-0.2,-0.105
1.158,-0.21,-0.105
1.16,-0.195,-0.1
1.162,-0.18,-0.09
1.164,-0.165,-0.08
1.166,-0.145,-0.07
1.168,-0.155,-0.065
1.17,-0.19,-0.06
1.172,-0.195,-0.065
1.174,-0.215,-0.07
1.176,-0.18,-0.075
1.178,-0.155,-0.085
1.18,-0.1,-0.09
1.182,-0.14,-0.09
1.184,-0.275,-0.09
1.186,-0.185,-0.085
1.188,-0.215,-0.085
1.19,-0.215,-0.08
1.192,-0.185,-0.08
1.194,-0.135,-0.085
1.196,-0.2,-0.09
1.198,-0.185,-0.095
1.2,-0.21,-0.1
1.202,-0.215,-0.1
1.204,-0.195,-0.1
1.206,-0.17,-0.09
1.208,-0.19,-0.085
1.21,-0.185,-0.075
1.212,-0.185,-0.07
1.214,-0.195,-0.065
1.216,-0.195,-0.07
1.218,-0.175,-0.075
1.22,-0.19,-0.08
1.222,-0.165,-0.085
1.224,-0.19,-0.09
1.226,-0.16,-0.09
1.228,-0.21,-0.085
1.23,-0.2,-0.07
1.232,-0.15,-0.055
1.234,-0.1,-0.03
1.236,-0.085,-0.005
1.238,-0.035,0.03
1.24,-0.01,0.07
1.242,0.005,0.125
1.244,0.06,0.185
1.246,0.23,0.255
1.248,0.28,0.335
1.25,0.285,0.41
1.252,0.355,0.48
1.254,0.5,0.535
1.256,0.53,0.56
1.258,0.49,0.555
1.26,0.42,0.51
1.262,0.34,0.435
1.264,0.19,0.33
1.266,0.11,0.205
1.268,-0.08,0.08
1.27,-0.2,-0.04
1.272,-0.32,-0.14
1.274,-0.385,-0.215
1.276,-0.38,-0.265
1.278,-0.36,-0.285
1.28,-0.33,-0.285
1.282,-0.365,-0.265
1.284,-0.33,-0.24
1.286,-0.32,-0.21
1.288,-0.275,-0.185
1.29,-0.25,-0.16
1.292,-0.22,-0.14
1.294,-0.2,-0.12
1.296,-0.21,-0.1
1.298,-0.175,-0.085
1.3,-0.14,-0.075
1.302,-0.16,-0.065
1.304,-0.125,-0.06
1.306,-0.2,-0.06
1.308,-0.2,-0.06
1.31,-0.18,-0.07
1.312,-0.22,-0.08
1.314,-0.17,-0.085
1.316,-0.17,-0.09
1.318,-0.165,-0.09
1.32,-0.155,-0.085
1.322,-0.13,-0.075
1.324,-0.17,-0.065
1.326,-0.18,-0.05
1.328,-0.14,-0.04
1.33,-0.15,-0.03
1.332,-0.15,-0.025
1.334,-0.11,-0.02
1.336,-0.115,-0.02
1.338,-0.15,-0.025
1.34,-0.18,-0.025
1.342,-0.105,-0.035
1.344,-0.11,-0.04
1.346,-0.18,-0.05
1.348,-0.2,-0.06
1.35,-0.175,-0.065
1.352,-0.145,-0.065
1.354,-0.12,-0.065
1.356,-0.095,-0.055
1.358,-0.145,-0.045
1.36,-0.19,-0.03
1.362,-0.145,-0.02
1.364,-0.085,-0.01
1.366,-0.115,-0.01
1.368,-0.155,-0.01
1.37,-0.035,-0.015
1.372,-0.16,-0.025
1.374,-0.185,-0.03
1.376,-0.1,-0.03
1.378,-0.175,-0.03
1.38,-0.115,-0.02
1.382,-0.04,-0.01
1.384,-0.06,0.005
1.386,-0.06,0.01
1.388,-0.125,0.015
1.39,-0.15,0.01
1.392,-0.165,0.0
1.394,-0.11,-0.01
1.396,-0.125,-0.02
1.398,-0.09,-0.03
1.4,-0.1,-0.03
1.402,-0.14,-0.025
1.404,-0.17,-0.015
1.406,-0.09,0.0
1.408,-0.055,0.02
1.41,-0.09,0.035
1.412,-0.105,0.045
1.414,-0.03,0.05
1.416,-0.045,0.055
1.418,-0.055,0.055
1.42,-0.025,0.06
1.422,-0.005,0.06
1.424,-0.025,0.065
1.426,-0.06,0.075
1.428,-0.025,0.08
1.43,-0.03,0.09
1.432,-0.01,0.095
1.434,-0.025,0.1
1.436,0.01,0.105
1.438,0.005,0.105
1.44,0.065,0.115
1.442,0.08,0.12
1.444,-0.02,0.135
1.446,0.06,0.145
1.448,0.085,0.16
1.45,0.075,0.175
1.452,0.105,0.185
1.454,0.11,0.195
1.456,0.075,0.195
1.458,0.08,0.195
1.46,0.1,0.195
1.462,0.12,0.195
1.464,0.105,0.195
1.466,0.125,0.2
1.468,0.145,0.205
1.47,0.125,0.21
1.472,0.065,0.215
1.474,0.065,0.215
1.476,0.12,0.22
1.478,0.13,0.215
1.48,0.105,0.21
1.482,0.08,0.21
1.484,0.105,0.205
1.486,0.15,0.205
1.488,0.155,0.205
1.49,0.115,0.205
1.492,0.08,0.205
1.494,0.1,0.205
1.496,0.11,0.2
1.498,0.06,0.185
1.5,0.03,0.17
1.502,0.03,0.15
1.504,0.015,0.13
1.506,0.02,0.105
1.508,0.0,0.09
1.51,0.01,0.075
1.512,-0.08,0.07
1.514,-0.01,0.07
1.516,0.01,0.07
1.518,-0.01,0.075
1.52,-0.045,0.07
1.522,-0.09,0.065
1.524,-0.11,0.05
1.526,-0.06,0.03
1.528,-0.11,0.01
1.53,-0.14,-0.015
1.532,-0.135,-0.03
1.534,-0.11,-0.04
1.536,-0.1,-0.045
1.538,-0.115,-0.04
1.54,-0.12,-0.03
1.542,-0.16,-0.02
1.544,-0.135,-0.01
1.546,-0.115,-0.01
1.548,-0.11,-0.01
1.55,-0.105,-0.02
1.552,-0.165,-0.035
1.554,-0.14,-0.045
1.556,-0.2,-0.05
1.558,-0.115,-0.055
1.56,-0.105,-0.05
1.562,-0.06,-0.04
1.564,-0.135,-0.025
1.566,-0.16,-0.015
1.568,-0.195,-0.01
1.57,-0.135,-0.01
1.572,-0.115,-0.02
1.574,-0.085,-0.035
1.576,-0.095,-0.05
1.578,-0.205,-0.065
1.58,-0.195,-0.08
1.582,-0.165,-0.08
1.584,-0.16,-0.08
1.586,-0.17,-0.07
1.588,-0.1,-0.055
1.59,-0.13,-0.045
1.592,-0.135,-0.035
1.594,-0.16,-0.035
1.596,-0.155,-0.035
1.598,-0.12,-0.045
1.6,-0.185,-0.055
1.602,-0.15,-0.06
1.604,-0.12,-0.065
1.606,-0.13,-0.06
1.608,-0.145,-0.055
1.61,-0.155,-0.05
1.612,-0.1,-0.04
1.614,-0.14,-0.035
1.616,-0.175,-0.03
1.618,-0.155,-0.03
1.62,-0.155,-0.04
1.622,-0.175,-0.045
1.624,-0.135,-0.055
1.626,-0.155,-0.06
1.628,-0.115,-0.06
1.63,-0.155,-0.055
1.632,-0.145,-0.05
1.634,-0.115,-0.04
1.636,-0.14,-0.03
1.638,-0.145,-0.025
1.64,-0.105,-0.02
1.642,-0.145,-0.025
1.644,-0.095,-0.025
1.646,-0.09,-0.035
1.648,-0.13,-0.045
1.65,-0.185,-0.05
1.652,-0.145,-0.055
1.654,-0.21,-0.06
1.656,-0.205,-0.06
1.658,-0.125,-0.06
1.66,-0.075,-0.055
1.662,-0.135,-0.055
1.664,-0.16,-0.05
1.666,-0.155,-0.045
1.668,-0.18,-0.045
1.67,-0.19,-0.045
1.672,-0.1,-0.04
1.674,-0.08,-0.04
1.676,-0.14,-0.04
1.678,-0.125,-0.035
1.68,-0.105,-0.035
1.682,-0.14,-0.03
1.684,-0.135,-0.025
1.686,-0.1,-0.025
1.688,-0.13,-0.025
1.69,-0.145,-0.025
1.692,-0.145,-0.025
1.694,-0.11,-0.03
1.696,-0.13,-0.03
1.698,-0.155,-0.03
1.7,-0.16,-0.03
1.702,-0.115,-0.03
1.704,-0.13,-0.03
1.706,-0.17,-0.03
1.708,-0.095,-0.03
1.71,-0.075,-0.03
1.712,-0.15,-0.03
1.714,-0.175,-0.035
1.716,-0.17,-0.04
1.718,-0.175,-0.045
1.72,-0.195,-0.05
1.722,-0.145,-0.055
1.724,-0.135,-0.06
1.726,-0.115,-0.06
1.728,-0.165,-0.065
1.73,-0.19,-0.065
1.732,-0.2,-0.06
1.734,-0.145,-0.06
1.736,-0.19,-0.055
1.738,-0.145,-0.05
1.74,-0.1,-0.045
1.742,-0.135,-0.04
1.744,-0.135,-0.035
1.746,-0.125,-0.035
1.748,-0.145,-0.035
1.75,-0.15,-0.035
1.752,-0.135,-0.035
1.754,-0.095,-0.03
1.756,-0.14,-0.025
1.758,-0.08,-0.015
1.76,-0.055,0.0
1.762,-0.095,0.015
1.764,-0.08,0.03
1.766,-0.095,0.04
1.768,-0.09,0.05
1.77,-0.02,0.05
1.772,-0.04,0.045
1.774,-0.04,0.04
1.776,-0.025,0.03
1.778,-0.06,0.02
1.78,-0.17,0.01
1.782,-0.125,0.005
1.784,-0.14,0.005
1.786,-0.075,0.0
1.788,-0.085,0.005
1.79,-0.105,0.005
1.792,-0.105,0.005
1.794,-0.1,0.005
1.796,-0.06,0.0
1.798,-0.085,0.0
1.8,-0.07,-0.005
1.802,-0.14,-0.005
1.804,-0.12,-0.01
1.806,-0.115,-0.01
1.808,-0.13,-0.015
1.81,-0.155,-0.025
1.812,-0.095,-0.035
1.814,-0.07,-0.045
1.816,-0.17,-0.055
1.818,-0.15,-0.065
1.82,-0.205,-0.075
1.822,-0.235,-0.075
1.824,-0.215,-0.075
1.826,-0.13,-0.07
1.828,-0.16,-0.06
1.83,-0.11,-0.05
1.832,-0.135,-0.045
1.834,-0.07,-0.04
1.836,-0.195,-0.045
1.838,-0.17,-0.055
1.84,-0.14,-0.065
1.842,-0.22,-0.08
1.844,-0.165,-0.09
1.846,-0.15,-0.105
1.848,-0.21,-0.11
1.85,-0.215,-0.11
1.852,-0.17,-0.105
1.854,-0.245,-0.1
1.856,-0.215,-0.095
1.858,-0.16,-0.085
1.86,-0.17,-0.08
1.862,-0.165,-0.08
1.864,-0.14,-0.08
1.866,-0.16,-0.08
1.868,-0.19,-0.085
1.87,-0.285,-0.09
1.872,-0.22,-0.095
1.874,-0.185,-0.095
1.876,-0.18,-0.095
1.878,-0.14,-0.095
1.88,-0.155,-0.09
1.882,-0.205,-0.09
1.884,-0.265,-0.09
1.886,-0.22,-0.085
1.888,-0.125,-0.085
1.89,-0.2,-0.085
1.892,-0.23,-0.09
1.894,-0.17,-0.085
1.896,-0.135,-0.085
1.898,-0.18,-0.085
1.9,-0.19,-0.08
1.902,-0.185,-0.075
1.904,-0.15,-0.07
1.906,-0.165,-0.07
1.908,-0.19,-0.065
1.91,-0.195,-0.07
1.912,-0.2,-0.07
1.914,-0.14,-0.07
1.916,-0.15,-0.065
1.918,-0.175,-0.06
1.92,-0.15,-0.05
1.922,-0.125,-0.035
1.924,-0.1,-0.015
1.926,-0.075,0.01
1.928,-0.02,0.04
1.93,-0.005,0.08
1.932,0.06,0.13
1.934,0.085,0.19
1.936,0.15,0.255
1.938,0.265,0.33
1.94,0.35,0.41
1.942,0.335,0.48
1.944,0.44,0.535
1.946,0.515,0.56
1.948,0.495,0.56
1.95,0.46,0.515
1.952,0.4,0.435
1.954,0.175,0.325
1.956,0.07,0.195
1.958,-0.04,0.06
1.96,-0.27,-0.07
1.962,-0.38,-0.18
1.964,-0.425,-0.26
1.966,-0.425,-0.305
1.968,-0.385,-0.32
1.97,-0.35,-0.31
1.972,-0.335,-0.28
1.974,-0.325,-0.24
1.976,-0.35,-0.205
1.978,-0.255,-0.175
1.98,-0.255,-0.155
1.982,-0.25,-0.145
1.984,-0.21,-0.14
1.986,-0.2,-0.135
1.988,-0.155,-0.125
1.99,-0.205,-0.115
1.992,-0.2,-0.1
1.994,-0.2,-0.08
1.996,-0.215,-0.06
1.998,-0.145,-0.045
2.0,-0.095,-0.03
2.002,-0.09,-0.025
2.004,-0.14,-0.025
2.006,-0.16,-0.03
2.008,-0.135,-0.04
2.01,-0.18,-0.045
2.012,-0.16,-0.05
2.014,-0.17,-0.055
2.016,-0.1,-0.055
2.018,-0.125,-0.05
2.02,-0.17,-0.045
2.022,-0.15,-0.04
2.024,-0.16,-0.04
2.026,-0.175,-0.04
2.028,-0.165,-0.045
2.03,-0.13,-0.05
2.032,-0.135,-0.06
2.034,-0.165,-0.065
2.036,-0.15,-0.065
2.038,-0.135,-0.065
2.04,-0.11,-0.06
2.042,-0.16,-0.05
2.044,-0.165,-0.045
2.046,-0.17,-0.04
2.048,-0.17,-0.035
2.05,-0.1,-0.035
2.052,-0.125,-0.04
